video,frame,time_s,arena_cx,arena_cy,arena_r,food_x,food_y,leech_idx,ant_x,ant_y,post_x,post_y,mid_x,mid_y,heading_am_rad,food_dir_rad,food_align_deg,body_align_deg,is_straight
IMG_2855_dish0.mp4,41379,1379.9439738544654,547.800048828125,487.8000030517578,423.7200241088867,644.3997743927243,435.27579497879793,1,545.8547089541706,594.5192814081499,704.9476863519972,838.7085025303953,626.7225678972519,729.2990463132853,2.111215827065481,1.5107468115547442,34.4043403171408,4.600095666263244,True
IMG_2855_dish0.mp4,41379,1379.9439738544654,547.800048828125,487.8000030517578,423.7200241088867,644.3997743927243,435.27579497879793,2,830.742149726798,474.01031514002864,699.1336734076657,563.8634917434521,768.9020222997358,519.9939996370748,0.6393859056861724,2.5441047776369077,109.1323525216962,4.472930155868283,True
IMG_2855_dish0.mp4,41379,1379.9439738544654,547.800048828125,487.8000030517578,423.7200241088867,644.3997743927243,435.27579497879793,3,659.4925660826259,439.6546887916608,680.1059418916466,621.4752343891768,673.2348166219731,550.121241204105,1.6945623932589804,1.816788315343713,7.003029482550005,1.5908617851257985,True
IMG_2855_dish0.mp4,41379,1379.9439738544654,547.800048828125,487.8000030517578,423.7200241088867,644.3997743927243,435.27579497879793,4,597.1238905578966,486.16692138637416,591.3098614835574,549.5926931064379,571.2250337722039,518.4083553440732,0.894059379238036,0.8490188707061821,2.5806310459982185,71.55845180144333,False
IMG_2855_dish0.mp4,41379,1379.9439738544654,547.800048828125,487.8000030517578,423.7200241088867,644.3997743927243,435.27579497879793,5,634.6508054922676,266.8194553097969,505.1565215638042,156.88145099501986,598.180986753231,176.96627870637337,-1.185229264140328,-1.3937420051277534,11.946900033283972,55.72497800464965,False
IMG_2855_dish0.mp4,41379,1379.9439738544654,547.800048828125,487.8000030517578,423.7200241088867,644.3997743927243,435.27579497879793,6,578.6247071395446,353.50134332721734,552.725850353852,180.66611539004376,505.1565215638042,262.59107052845934,-0.8911119220160317,-0.8921991805620322,0.0622953259253688,69.08443334676582,False
IMG_2855_dish0.mp4,41379,1379.9439738544654,547.800048828125,487.8000030517578,423.7200241088867,644.3997743927243,435.27579497879793,7,563.963772436635,433.1140381552487,447.7735173163039,436.97275511496446,505.6542717120408,432.6852918263914,-0.007352808666690638,-0.018668729052368476,0.6483544794053793,4.657679703227381,True
IMG_2855_dish0.mp4,41379,1379.9439738544654,547.800048828125,487.8000030517578,423.7200241088867,644.3997743927243,435.27579497879793,8,355.59304352768254,440.4027388301226,431.4811437354265,440.83148515897994,398.4676764134136,401.8155692329647,-2.4087775518032877,-0.13522443657678712,130.26499800129903,91.75085418654275,False
IMG_2855_dish0.mp4,14189,473.1874874941639,547.800048828125,487.8000030517578,423.7200241088867,587.5783645313156,452.8785880009912,0,341.0309508084513,593.0231382549449,403.19916849276126,565.1546268792197,368.8994621841764,576.7307777583671,-2.6125621825101444,0.5153210268031415,179.21450670348636,11.66167447263011,True
IMG_2855_dish0.mp4,14189,473.1874874941639,547.800048828125,487.8000030517578,423.7200241088867,587.5783645313156,452.8785880009912,1,341.4596971373086,620.4629033018127,425.49397759334136,650.4751463218245,381.33310572103846,640.185234429249,2.682255362722801,0.7373129849030066,111.43698964521299,13.201652014260244,True
IMG_2855_dish0.mp4,14189,473.1874874941639,547.800048828125,487.8000030517578,423.7200241088867,587.5783645313156,452.8785880009912,2,231.70062631884372,410.80594849058775,299.4425462782987,454.109327705176,266.8578252851432,437.38822087974097,2.494200513849865,-0.0482611400279631,145.67232234105063,9.927852239709651,True
IMG_2855_dish0.mp4,14189,473.1874874941639,547.800048828125,487.8000030517578,423.7200241088867,587.5783645313156,452.8785880009912,3,186.25351545996884,332.34537030970006,174.24861825196413,460.5405226380358,202.9746222854039,402.6597682422989,1.8042647069012727,-0.1298383257325213,110.81594091336972,39.77178735604912,False
IMG_2855_dish0.mp4,14189,473.1874874941639,547.800048828125,487.8000030517578,423.7200241088867,587.5783645313156,452.8785880009912,4,476.0860574828036,714.7871218190203,582.8438933682739,752.0880524296063,525.3918853013943,737.939423577315,2.7025879423836017,1.35600976543589,77.15324632352444,11.318263981815587,True
IMG_2855_dish0.mp4,14189,473.1874874941639,547.800048828125,487.8000030517578,423.7200241088867,587.5783645313156,452.8785880009912,5,266.00033671627216,711.3571511881617,453.7912352979239,782.5290417784752,355.60832598959985,772.6678762147571,2.5415424742127812,0.9432364690547465,91.57618846597019,28.644978441046185,False
IMG_2855_dish0.mp4,14189,473.1874874941639,547.800048828125,487.8000030517578,423.7200241088867,587.5783645313156,452.8785880009912,6,599.1362538648516,849.842215409073,708.4665677234657,830.1198842816367,648.8708280122996,833.1211085836379,-2.817258125615996,1.7306146726377798,99.42608289770693,15.70003615072672,True
IMG_2855_dish0.mp4,14189,473.1874874941639,547.800048828125,487.8000030517578,423.7200241088867,587.5783645313156,452.8785880009912,7,935.3048303451894,480.69133840833786,897.575153405746,322.48394305999034,760.3763281714068,215.2973608456628,-0.9880312361489025,-2.1996245926705664,69.41918581478062,161.38871258407897,False
IMG_2855_dish0.mp4,14189,473.1874874941639,547.800048828125,487.8000030517578,423.7200241088867,587.5783645313156,452.8785880009912,8,840.1231453388665,256.8857547448219,,,,,,,,,False
IMG_2855_dish0.mp4,73900,2464.4834255986125,547.800048828125,487.8000030517578,423.7200241088867,,,0,662.5418030301958,606.925395703996,644.0669681937276,630.2197526717166,662.5418030301958,655.1206170165215,1.5707963267948966,,,143.42696902148057,False
IMG_2855_dish0.mp4,73900,2464.4834255986125,547.800048828125,487.8000030517578,423.7200241088867,,,1,737.2443960646104,430.2095842247354,677.0003694239534,627.0067379175482,711.5402780312634,551.5008911945915,1.3619654331508564,,,12.616445644819796,True
IMG_2855_dish0.mp4,73900,2464.4834255986125,547.800048828125,487.8000030517578,423.7200241088867,,,2,783.8331100000518,700.1028235748786,853.7161809032139,709.7418678373838,808.7339743448566,783.6412071832563,1.860487898040056,,,132.0732027393347,False
IMG_2855_dish0.mp4,73900,2464.4834255986125,547.800048828125,487.8000030517578,423.7200241088867,,,3,188.6221267903608,573.188740785228,216.73600588933408,700.1028235748786,201.47418580703433,641.4653043113058,1.7568545039439014,,,3.928570438339216,True
IMG_2855_dish0.mp4,73900,2464.4834255986125,547.800048828125,487.8000030517578,423.7200241088867,,,4,567.2240039210111,414.69285541737247,543.7670757785124,264.829147840298,558.1018651989284,350.8378843627929,-1.428899272190734,,,1.3322198538698153,True
IMG_2855_dish0.mp4,73900,2464.4834255986125,547.800048828125,487.8000030517578,423.7200241088867,,,5,624.5631616026744,313.0461667998785,472.09312867643337,336.5030949423771,545.0702384530957,311.7430041252952,-0.016391974308005687,,,19.680531390928348,True
IMG_2855_dish0.mp4,73900,2464.4834255986125,547.800048828125,487.8000030517578,423.7200241088867,,,6,553.5407958378869,485.0636398448683,434.9529924508106,436.84662088528785,497.5048008308069,435.54345821070456,-0.7237479927581898,,,42.66119484009121,False
IMG_2855_dish0.mp4,73900,2464.4834255986125,547.800048828125,487.8000030517578,423.7200241088867,,,7,557.4502838616368,428.3760635004967,599.8030707855926,516.9911253721582,554.8439585124702,479.8509891465353,1.5202066180255107,,,53.33890883028726,False
IMG_2855_dish0.mp4,40776,1359.8345894750885,547.800048828125,487.8000030517578,423.7200241088867,637.4534115028546,433.79278131423393,0,461.54085371213625,602.4760559080735,389.24802174334786,708.5055427956297,419.7716619079474,663.5233362372725,0.9707461133931425,0.8123216381862584,9.077053800929413,0.22065017817544857,True
IMG_2855_dish0.mp4,40776,1359.8345894750885,547.800048828125,487.8000030517578,423.7200241088867,637.4534115028546,433.79278131423393,1,543.4727299434297,590.4272505799421,706.5332287174746,837.8293866509068,616.5688156007601,725.3738702550137,2.067219080199778,1.4992930906730313,32.539762275673574,10.21687962972675,True
IMG_2855_dish0.mp4,40776,1359.8345894750885,547.800048828125,487.8000030517578,423.7200241088867,637.4534115028546,433.79278131423393,2,819.7511002311526,460.97193816400915,691.9846942316741,563.013564432049,756.7253898891279,521.8539168617472,0.7680988512415761,2.505607400207174,99.5519067236285,11.562188975119714,True
IMG_2855_dish0.mp4,40776,1359.8345894750885,547.800048828125,487.8000030517578,423.7200241088867,637.4534115028546,433.79278131423393,3,665.4024218425209,483.69549359344654,681.6947823390987,617.03560186807,673.1198557619524,551.8661598817589,1.6835239383852734,1.864151266096254,10.3491835425656,1.0370412610112947,True
IMG_2855_dish0.mp4,40776,1359.8345894750885,547.800048828125,487.8000030517578,423.7200241088867,637.4534115028546,433.79278131423393,4,585.2268321776046,477.26429866058686,593.8017587547508,554.4386378549027,573.6506812984572,517.9951999020313,1.2938874874771389,0.9223661079874816,21.286607043635573,44.80572049561317,False
IMG_2855_dish0.mp4,40776,1359.8345894750885,547.800048828125,487.8000030517578,423.7200241088867,637.4534115028546,433.79278131423393,5,568.5057253521695,429.244709828568,447.17051428555067,442.964592352002,515.341180573863,433.5321731171411,0.0804710112654611,-0.002134166245666243,4.732928037316569,3.267050353206261,True
IMG_2855_dish0.mp4,40776,1359.8345894750885,547.800048828125,487.8000030517578,423.7200241088867,637.4534115028546,433.79278131423393,6,492.1888788155683,412.95234933199026,427.8769294869717,440.82086070771544,444.5980363124068,408.66488604341714,-0.08984753969462807,-0.1295640919323359,2.2755908200315265,67.67345319785917,False
